#Frequency	Strain
1.325000000000000000e+01	2.500000000000000000e-01
1.337500000000000000e+01	2.500000000000000000e-01
1.350000000000000000e+01	2.500000000000000000e-01
1.362500000000000000e+01	2.500000000000000000e-01
1.375000000000000000e+01	2.500000000000000000e-01
1.387500000000000000e+01	2.500000000000000000e-01
1.400000000000000000e+01	2.500000000000000000e-01
1.412500000000000000e+01	2.500000000000000000e-01
1.425000000000000000e+01	2.500000000000000000e-01
1.437500000000000000e+01	2.500000000000000000e-01
1.450000000000000000e+01	2.500000000000000000e-01
1.462500000000000000e+01	2.500000000000000000e-01
1.475000000000000000e+01	2.500000000000000000e-01
1.487500000000000000e+01	2.500000000000000000e-01
1.500000000000000000e+01	2.500000000000000000e-01
1.512500000000000000e+01	2.500000000000000000e-01
1.525000000000000000e+01	2.500000000000000000e-01
1.537500000000000000e+01	2.500000000000000000e-01
1.550000000000000000e+01	2.500000000000000000e-01
1.562500000000000000e+01	2.500000000000000000e-01
1.575000000000000000e+01	2.500000000000000000e-01
1.587500000000000000e+01	2.500000000000000000e-01
1.600000000000000000e+01	2.515299999999999980e-42
1.612500000000000000e+01	2.326720000000000021e-42
1.625000000000000000e+01	2.152300000000000158e-42
1.637500000000000000e+01	1.990990000000000074e-42
1.650000000000000000e+01	1.841809999999999921e-42
1.662500000000000000e+01	1.703880000000000061e-42
1.675000000000000000e+01	1.576339999999999943e-42
1.687500000000000000e+01	1.458429999999999868e-42
1.700000000000000000e+01	1.349420000000000039e-42
1.712500000000000000e+01	1.248639999999999989e-42
1.725000000000000000e+01	1.155490000000000039e-42
1.737500000000000000e+01	1.069380000000000052e-42
1.750000000000000000e+01	9.897800000000000181e-43
1.762500000000000000e+01	9.162039999999999263e-43
1.775000000000000000e+01	8.481950000000000493e-43
1.787500000000000000e+01	7.853309999999999377e-43
1.800000000000000000e+01	7.272220000000000385e-43
1.812500000000000000e+01	6.735090000000000041e-43
1.825000000000000000e+01	6.238559999999999817e-43
1.837500000000000000e+01	5.779560000000000052e-43
1.850000000000000000e+01	5.355230000000000091e-43
1.862500000000000000e+01	4.962930000000000070e-43
1.875000000000000000e+01	4.600219999999999748e-43
1.887500000000000000e+01	4.264839999999999747e-43
1.900000000000000000e+01	3.954720000000000135e-43
1.912500000000000000e+01	3.667930000000000323e-43
1.925000000000000000e+01	3.402690000000000037e-43
1.937500000000000000e+01	3.157350000000000158e-43
1.950000000000000000e+01	2.930409999999999892e-43
1.962500000000000000e+01	2.720440000000000109e-43
1.975000000000000000e+01	2.526170000000000184e-43
1.987500000000000000e+01	2.346390000000000179e-43
2.000000000000000000e+01	2.180009999999999931e-43
2.012500000000000000e+01	2.025990000000000181e-43
2.025000000000000000e+01	1.883409999999999854e-43
2.037500000000000000e+01	1.751380000000000007e-43
2.050000000000000000e+01	1.629119999999999902e-43
2.062500000000000000e+01	1.515869999999999957e-43
2.075000000000000000e+01	1.410950000000000044e-43
2.087500000000000000e+01	1.313739999999999922e-43
2.100000000000000000e+01	1.223650000000000093e-43
2.112500000000000000e+01	1.140139999999999967e-43
2.125000000000000000e+01	1.062710000000000077e-43
2.137500000000000000e+01	9.909059999999999141e-44
2.150000000000000000e+01	9.243059999999999841e-44
2.162500000000000000e+01	8.625180000000000408e-44
2.175000000000000000e+01	8.051799999999999813e-44
2.187500000000000000e+01	7.519590000000000071e-44
2.200000000000000000e+01	7.025480000000000124e-44
2.212500000000000000e+01	6.566620000000000297e-44
2.225000000000000000e+01	6.140380000000000306e-44
2.237500000000000000e+01	5.744350000000000256e-44
2.250000000000000000e+01	5.376289999999999733e-44
2.262500000000000000e+01	5.034120000000000419e-44
2.275000000000000000e+01	4.715930000000000492e-44
2.287500000000000000e+01	4.419959999999999839e-44
2.300000000000000000e+01	4.144579999999999803e-44
2.312500000000000000e+01	3.888279999999999808e-44
2.325000000000000000e+01	3.649669999999999851e-44
2.337500000000000000e+01	3.427460000000000243e-44
2.350000000000000000e+01	3.220450000000000228e-44
2.362500000000000000e+01	3.027550000000000243e-44
2.375000000000000000e+01	2.847739999999999896e-44
2.387500000000000000e+01	2.680069999999999958e-44
2.400000000000000000e+01	2.523680000000000138e-44
2.412500000000000000e+01	2.377760000000000051e-44
2.425000000000000000e+01	2.241569999999999980e-44
2.437500000000000000e+01	2.114409999999999982e-44
2.450000000000000000e+01	1.995639999999999904e-44
2.462500000000000000e+01	1.884669999999999998e-44
2.475000000000000000e+01	1.780970000000000055e-44
2.487500000000000000e+01	1.683999999999999985e-44
2.500000000000000000e+01	1.593320000000000009e-44
2.512500000000000000e+01	1.508479999999999968e-44
2.525000000000000000e+01	1.429080000000000110e-44
2.537500000000000000e+01	1.354739999999999947e-44
2.550000000000000000e+01	1.285120000000000011e-44
2.562500000000000000e+01	1.219900000000000101e-44
2.575000000000000000e+01	1.158769999999999899e-44
2.587500000000000000e+01	1.101469999999999988e-44
2.600000000000000000e+01	1.047729999999999949e-44
2.612500000000000000e+01	9.973160000000000338e-45
2.625000000000000000e+01	9.500089999999999423e-45
2.637500000000000000e+01	9.056009999999999673e-45
2.650000000000000000e+01	8.639019999999999894e-45
2.662500000000000000e+01	8.247350000000000343e-45
2.675000000000000000e+01	7.879360000000000238e-45
2.687500000000000000e+01	7.533500000000000472e-45
2.700000000000000000e+01	7.208360000000000534e-45
2.712500000000000000e+01	6.902620000000000339e-45
2.725000000000000000e+01	6.615050000000000235e-45
2.737500000000000000e+01	6.344490000000000490e-45
2.750000000000000000e+01	6.089899999999999453e-45
2.762500000000000000e+01	5.850270000000000598e-45
2.775000000000000000e+01	5.624699999999999625e-45
2.787500000000000000e+01	5.412310000000000213e-45
2.800000000000000000e+01	5.212319999999999880e-45
2.812500000000000000e+01	5.023940000000000246e-45
2.825000000000000000e+01	4.846379999999999819e-45
2.837500000000000000e+01	4.678900000000000249e-45
2.850000000000000000e+01	4.520810000000000107e-45
2.862500000000000000e+01	4.371480000000000118e-45
2.875000000000000000e+01	4.230329999999999793e-45
2.887500000000000000e+01	4.096820000000000286e-45
2.900000000000000000e+01	3.970450000000000038e-45
2.912500000000000000e+01	3.850750000000000122e-45
2.925000000000000000e+01	3.737299999999999778e-45
2.937500000000000000e+01	3.629699999999999998e-45
2.950000000000000000e+01	3.527580000000000052e-45
2.962500000000000000e+01	3.430610000000000231e-45
2.975000000000000000e+01	3.338449999999999947e-45
2.987500000000000000e+01	3.250820000000000145e-45
3.000000000000000000e+01	3.167430000000000269e-45
3.012500000000000000e+01	3.088039999999999794e-45
3.025000000000000000e+01	3.012399999999999810e-45
3.037500000000000000e+01	2.940280000000000045e-45
3.050000000000000000e+01	2.871479999999999753e-45
3.062500000000000000e+01	2.805810000000000308e-45
3.075000000000000000e+01	2.743070000000000028e-45
3.087500000000000000e+01	2.683100000000000119e-45
3.100000000000000000e+01	2.625729999999999977e-45
3.112500000000000000e+01	2.570820000000000075e-45
3.125000000000000000e+01	2.518229999999999949e-45
3.137500000000000000e+01	2.467810000000000130e-45
3.150000000000000000e+01	2.419459999999999930e-45
3.162500000000000000e+01	2.373029999999999880e-45
3.175000000000000000e+01	2.328440000000000114e-45
3.187500000000000000e+01	2.285570000000000060e-45
3.200000000000000000e+01	2.244319999999999966e-45
3.212500000000000000e+01	2.204600000000000024e-45
3.225000000000000000e+01	2.166320000000000116e-45
3.237500000000000000e+01	2.129400000000000067e-45
3.250000000000000000e+01	2.093760000000000013e-45
3.262500000000000000e+01	2.059330000000000035e-45
3.275000000000000000e+01	2.026020000000000014e-45
3.287500000000000000e+01	1.993789999999999862e-45
3.300000000000000000e+01	1.962560000000000028e-45
3.312500000000000000e+01	1.932269999999999913e-45
3.325000000000000000e+01	1.902870000000000109e-45
3.337500000000000000e+01	1.874300000000000017e-45
3.350000000000000000e+01	1.846499999999999973e-45
3.362500000000000000e+01	1.819429999999999890e-45
3.375000000000000000e+01	1.793049999999999992e-45
3.387500000000000000e+01	1.767299999999999991e-45
3.400000000000000000e+01	1.742140000000000113e-45
3.412500000000000000e+01	1.717539999999999902e-45
3.425000000000000000e+01	1.693440000000000005e-45
3.437500000000000000e+01	1.669829999999999856e-45
3.450000000000000000e+01	1.646650000000000101e-45
3.462500000000000000e+01	1.623879999999999920e-45
3.475000000000000000e+01	1.601479999999999847e-45
3.487500000000000000e+01	1.579429999999999993e-45
3.500000000000000000e+01	1.557680000000000017e-45
3.512500000000000000e+01	1.536229999999999918e-45
3.525000000000000000e+01	1.515029999999999977e-45
3.537500000000000000e+01	1.494069999999999937e-45
3.550000000000000000e+01	1.473319999999999967e-45
3.562500000000000000e+01	1.452749999999999924e-45
3.575000000000000000e+01	1.432349999999999862e-45
3.587500000000000000e+01	1.412089999999999951e-45
3.600000000000000000e+01	1.391959999999999935e-45
3.612500000000000000e+01	1.371939999999999926e-45
3.625000000000000000e+01	1.352010000000000036e-45
3.637500000000000000e+01	1.332150000000000065e-45
3.650000000000000000e+01	1.312350000000000070e-45
3.662500000000000000e+01	1.292599999999999950e-45
3.675000000000000000e+01	1.272890000000000074e-45
3.687500000000000000e+01	1.253189999999999985e-45
3.700000000000000000e+01	1.233509999999999941e-45
3.712500000000000000e+01	1.213830000000000052e-45
3.725000000000000000e+01	1.194150000000000008e-45
3.737500000000000000e+01	1.174450000000000075e-45
3.750000000000000000e+01	1.154729999999999943e-45
3.762500000000000000e+01	1.134989999999999924e-45
3.775000000000000000e+01	1.115220000000000072e-45
3.787500000000000000e+01	1.095409999999999977e-45
3.800000000000000000e+01	1.075570000000000049e-45
3.812500000000000000e+01	1.055699999999999979e-45
3.825000000000000000e+01	1.035789999999999977e-45
3.837500000000000000e+01	1.015840000000000043e-45
3.850000000000000000e+01	9.958629999999999485e-46
3.862500000000000000e+01	9.758510000000000502e-46
3.875000000000000000e+01	9.558109999999999974e-46
3.887500000000000000e+01	9.357459999999999288e-46
3.900000000000000000e+01	9.156629999999999610e-46
3.912500000000000000e+01	8.955660000000000715e-46
3.925000000000000000e+01	8.754620000000000656e-46
3.937500000000000000e+01	8.553590000000000541e-46
3.950000000000000000e+01	8.352659999999999866e-46
3.962500000000000000e+01	8.151899999999999796e-46
3.975000000000000000e+01	7.951409999999999772e-46
3.987500000000000000e+01	7.751310000000000677e-46
4.000000000000000000e+01	7.551680000000000508e-46
4.012500000000000000e+01	7.352900000000000251e-46
4.025000000000000000e+01	7.156240000000000579e-46
4.037500000000000000e+01	6.963099999999999883e-46
4.050000000000000000e+01	6.774719999999999782e-46
4.062500000000000000e+01	6.592210000000000290e-46
4.075000000000000000e+01	6.416529999999999924e-46
4.087500000000000000e+01	6.248569999999999928e-46
4.100000000000000000e+01	6.089070000000000052e-46
4.112500000000000000e+01	5.938689999999999714e-46
4.125000000000000000e+01	5.798020000000000282e-46
4.137500000000000000e+01	5.667590000000000345e-46
4.150000000000000000e+01	5.547870000000000386e-46
4.162500000000000000e+01	5.439300000000000276e-46
4.175000000000000000e+01	5.342290000000000057e-46
4.187500000000000000e+01	5.257280000000000376e-46
4.200000000000000000e+01	5.184689999999999663e-46
4.212500000000000000e+01	5.124980000000000011e-46
4.225000000000000000e+01	5.078660000000000123e-46
4.237500000000000000e+01	5.046299999999999921e-46
4.250000000000000000e+01	5.028570000000000324e-46
4.262500000000000000e+01	5.026230000000000191e-46
4.275000000000000000e+01	5.040199999999999822e-46
4.287500000000000000e+01	5.071530000000000341e-46
4.300000000000000000e+01	5.121490000000000089e-46
4.312500000000000000e+01	5.191580000000000010e-46
4.325000000000000000e+01	5.283580000000000255e-46
4.337500000000000000e+01	5.399619999999999800e-46
4.350000000000000000e+01	5.542200000000000215e-46
4.362500000000000000e+01	5.714350000000000105e-46
4.375000000000000000e+01	5.919649999999999667e-46
4.387500000000000000e+01	6.162399999999999736e-46
4.400000000000000000e+01	6.447699999999999782e-46
4.412500000000000000e+01	6.780040000000000356e-46
4.425000000000000000e+01	7.162779999999999772e-46
4.437500000000000000e+01	7.599699999999999442e-46
4.450000000000000000e+01	8.095040000000000535e-46
4.462500000000000000e+01	8.653500000000000094e-46
4.475000000000000000e+01	9.280200000000000588e-46
4.487500000000000000e+01	9.980660000000000695e-46
4.500000000000000000e+01	1.076070000000000052e-45
4.512500000000000000e+01	1.162629999999999929e-45
4.525000000000000000e+01	1.258359999999999998e-45
4.537500000000000000e+01	1.363880000000000058e-45
4.550000000000000000e+01	1.479779999999999919e-45
4.562500000000000000e+01	1.606610000000000083e-45
4.575000000000000000e+01	1.744849999999999887e-45
4.587500000000000000e+01	1.894880000000000004e-45
4.600000000000000000e+01	2.056959999999999915e-45
4.612500000000000000e+01	2.231170000000000104e-45
4.625000000000000000e+01	2.417380000000000055e-45
4.637500000000000000e+01	2.615200000000000082e-45
4.650000000000000000e+01	2.823950000000000256e-45
4.662500000000000000e+01	3.042569999999999973e-45
4.675000000000000000e+01	3.269650000000000277e-45
4.687500000000000000e+01	3.503320000000000117e-45
4.700000000000000000e+01	3.741279999999999914e-45
4.712500000000000000e+01	3.980740000000000031e-45
4.725000000000000000e+01	4.218470000000000182e-45
4.737500000000000000e+01	4.450780000000000163e-45
4.750000000000000000e+01	4.673569999999999887e-45
4.762500000000000000e+01	4.882430000000000068e-45
4.775000000000000000e+01	5.072719999999999906e-45
4.787500000000000000e+01	5.239690000000000151e-45
4.800000000000000000e+01	5.378649999999999972e-45
4.812500000000000000e+01	5.485689999999999773e-45
4.825000000000000000e+01	5.559560000000000015e-45
4.837500000000000000e+01	5.600249999999999819e-45
4.850000000000000000e+01	5.608389999999999707e-45
4.862500000000000000e+01	5.585220000000000207e-45
4.875000000000000000e+01	5.532470000000000044e-45
4.887500000000000000e+01	5.452309999999999832e-45
4.900000000000000000e+01	5.347259999999999788e-45
4.912500000000000000e+01	5.220080000000000026e-45
4.925000000000000000e+01	5.073700000000000024e-45
4.937500000000000000e+01	4.911119999999999800e-45
4.950000000000000000e+01	4.735329999999999738e-45
4.962500000000000000e+01	4.549259999999999937e-45
4.975000000000000000e+01	4.355689999999999780e-45
4.987500000000000000e+01	4.157260000000000054e-45
5.000000000000000000e+01	3.956360000000000145e-45
5.012500000000000000e+01	3.755170000000000303e-45
5.025000000000000000e+01	3.555619999999999998e-45
5.037500000000000000e+01	3.359380000000000154e-45
5.050000000000000000e+01	3.167860000000000041e-45
5.062500000000000000e+01	2.982250000000000156e-45
5.075000000000000000e+01	2.803479999999999964e-45
5.087500000000000000e+01	2.632299999999999936e-45
5.100000000000000000e+01	2.469229999999999964e-45
5.112500000000000000e+01	2.314629999999999900e-45
5.125000000000000000e+01	2.168730000000000012e-45
5.137500000000000000e+01	2.031589999999999966e-45
5.150000000000000000e+01	1.903179999999999930e-45
5.162500000000000000e+01	1.783379999999999952e-45
5.175000000000000000e+01	1.671989999999999906e-45
5.187500000000000000e+01	1.568769999999999891e-45
5.200000000000000000e+01	1.473400000000000142e-45
5.212500000000000000e+01	1.385509999999999927e-45
5.225000000000000000e+01	1.304480000000000072e-45
5.237500000000000000e+01	1.229710000000000042e-45
5.250000000000000000e+01	1.160630000000000072e-45
5.262500000000000000e+01	1.096749999999999947e-45
5.275000000000000000e+01	1.037620000000000006e-45
5.287500000000000000e+01	9.828310000000000488e-46
5.300000000000000000e+01	9.320230000000000662e-46
5.312500000000000000e+01	8.848610000000000658e-46
5.325000000000000000e+01	8.410420000000000315e-46
5.337500000000000000e+01	8.002939999999999293e-46
5.350000000000000000e+01	7.623690000000000576e-46
5.362500000000000000e+01	7.270409999999999696e-46
5.375000000000000000e+01	6.941039999999999619e-46
5.387500000000000000e+01	6.633729999999999807e-46
5.400000000000000000e+01	6.346759999999999769e-46
5.412500000000000000e+01	6.078590000000000343e-46
5.425000000000000000e+01	5.827790000000000194e-46
5.437500000000000000e+01	5.593070000000000317e-46
5.450000000000000000e+01	5.373250000000000312e-46
5.462500000000000000e+01	5.167230000000000111e-46
5.475000000000000000e+01	4.974039999999999695e-46
5.487500000000000000e+01	4.792750000000000378e-46
5.500000000000000000e+01	4.622529999999999802e-46
5.512500000000000000e+01	4.462619999999999886e-46
5.525000000000000000e+01	4.312309999999999935e-46
5.537500000000000000e+01	4.170949999999999695e-46
5.550000000000000000e+01	4.037960000000000079e-46
5.562500000000000000e+01	3.912790000000000274e-46
5.575000000000000000e+01	3.794939999999999965e-46
5.587500000000000000e+01	3.683940000000000227e-46
5.600000000000000000e+01	3.579380000000000241e-46
5.612500000000000000e+01	3.480869999999999857e-46
5.625000000000000000e+01	3.388059999999999864e-46
5.637500000000000000e+01	3.300630000000000110e-46
5.650000000000000000e+01	3.218279999999999938e-46
5.662500000000000000e+01	3.140740000000000082e-46
5.675000000000000000e+01	3.067789999999999827e-46
5.687500000000000000e+01	2.999219999999999960e-46
5.700000000000000000e+01	2.934839999999999987e-46
5.712500000000000000e+01	2.874490000000000027e-46
5.725000000000000000e+01	2.818049999999999971e-46
5.737500000000000000e+01	2.765429999999999936e-46
5.750000000000000000e+01	2.716559999999999924e-46
5.762500000000000000e+01	2.671400000000000157e-46
5.775000000000000000e+01	2.629970000000000137e-46
5.787500000000000000e+01	2.592329999999999915e-46
5.800000000000000000e+01	2.558590000000000044e-46
5.812500000000000000e+01	2.528900000000000073e-46
5.825000000000000000e+01	2.503539999999999991e-46
5.837500000000000000e+01	2.482810000000000065e-46
5.850000000000000000e+01	2.467189999999999942e-46
5.862500000000000000e+01	2.457249999999999935e-46
5.875000000000000000e+01	2.453750000000000069e-46
5.887500000000000000e+01	2.457669999999999919e-46
5.900000000000000000e+01	2.470259999999999880e-46
5.912500000000000000e+01	2.493119999999999947e-46
5.925000000000000000e+01	2.528309999999999873e-46
5.937500000000000000e+01	2.578489999999999947e-46
5.950000000000000000e+01	2.647080000000000091e-46
5.962500000000000000e+01	2.738519999999999969e-46
5.975000000000000000e+01	2.858589999999999915e-46
5.987500000000000000e+01	3.014890000000000192e-46
6.000000000000000000e+01	3.217410000000000139e-46
6.012500000000000000e+01	3.479399999999999913e-46
6.025000000000000000e+01	3.818499999999999616e-46
6.037500000000000000e+01	4.258310000000000230e-46
6.050000000000000000e+01	4.830430000000000375e-46
6.062500000000000000e+01	5.577130000000000040e-46
6.075000000000000000e+01	6.235219999999999940e-46
6.087500000000000000e+01	6.900620000000000171e-46
6.100000000000000000e+01	7.698460000000000761e-46
6.112500000000000000e+01	8.643789999999999967e-46
6.125000000000000000e+01	9.738389999999999496e-46
6.137500000000000000e+01	1.095510000000000039e-45
6.150000000000000000e+01	1.221629999999999975e-45
6.162500000000000000e+01	1.337679999999999930e-45
6.175000000000000000e+01	1.423429999999999983e-45
6.187500000000000000e+01	1.459000000000000117e-45
6.200000000000000000e+01	1.434559999999999944e-45
6.212500000000000000e+01	1.356130000000000011e-45
6.225000000000000000e+01	1.242030000000000036e-45
6.237500000000000000e+01	1.113390000000000042e-45
6.250000000000000000e+01	9.865979999999999764e-46
6.262500000000000000e+01	8.710619999999999456e-46
6.275000000000000000e+01	7.705220000000000279e-46
6.287500000000000000e+01	6.852689999999999956e-46
6.300000000000000000e+01	6.139289999999999901e-46
6.312500000000000000e+01	5.545449999999999923e-46
6.325000000000000000e+01	4.769209999999999837e-46
6.337500000000000000e+01	4.145560000000000170e-46
6.350000000000000000e+01	3.663709999999999837e-46
6.362500000000000000e+01	3.289039999999999999e-46
6.375000000000000000e+01	2.995759999999999871e-46
6.387500000000000000e+01	2.764650000000000022e-46
6.400000000000000000e+01	2.581310000000000116e-46
6.412500000000000000e+01	2.434910000000000070e-46
6.425000000000000000e+01	2.317270000000000143e-46
6.437500000000000000e+01	2.222160000000000183e-46
6.450000000000000000e+01	2.144790000000000154e-46
6.462500000000000000e+01	2.081489999999999973e-46
6.475000000000000000e+01	2.029390000000000140e-46
6.487500000000000000e+01	1.986269999999999851e-46
6.500000000000000000e+01	1.950370000000000007e-46
6.512500000000000000e+01	1.920310000000000161e-46
6.525000000000000000e+01	1.894989999999999855e-46
6.537500000000000000e+01	1.873530000000000124e-46
6.550000000000000000e+01	1.855240000000000159e-46
6.562500000000000000e+01	1.839540000000000096e-46
6.575000000000000000e+01	1.825980000000000116e-46
6.587500000000000000e+01	1.814189999999999958e-46
6.600000000000000000e+01	1.803880000000000076e-46
6.612500000000000000e+01	1.794780000000000036e-46
6.625000000000000000e+01	1.786710000000000068e-46
6.637500000000000000e+01	1.779490000000000012e-46
6.650000000000000000e+01	1.772989999999999817e-46
6.662500000000000000e+01	1.767090000000000155e-46
6.675000000000000000e+01	1.761699999999999973e-46
6.687500000000000000e+01	1.756750000000000052e-46
6.700000000000000000e+01	1.752160000000000061e-46
6.712500000000000000e+01	1.747880000000000087e-46
6.725000000000000000e+01	1.743869999999999963e-46
6.737500000000000000e+01	1.740079999999999970e-46
6.750000000000000000e+01	1.736490000000000024e-46
6.762500000000000000e+01	1.733069999999999906e-46
6.775000000000000000e+01	1.729799999999999920e-46
6.787500000000000000e+01	1.726650000000000041e-46
6.800000000000000000e+01	1.723609999999999935e-46
6.812500000000000000e+01	1.720670000000000048e-46
6.825000000000000000e+01	1.717809999999999908e-46
6.837500000000000000e+01	1.715019999999999960e-46
6.850000000000000000e+01	1.712300000000000009e-46
6.862500000000000000e+01	1.709629999999999972e-46
6.875000000000000000e+01	1.707019999999999989e-46
6.887500000000000000e+01	1.704449999999999977e-46
6.900000000000000000e+01	1.701930000000000073e-46
6.912500000000000000e+01	1.699440000000000002e-46
6.925000000000000000e+01	1.696979999999999958e-46
6.937500000000000000e+01	1.694560000000000079e-46
6.950000000000000000e+01	1.692160000000000087e-46
6.962500000000000000e+01	1.689789999999999928e-46
6.975000000000000000e+01	1.687449999999999990e-46
6.987500000000000000e+01	1.685129999999999941e-46
7.000000000000000000e+01	1.682820000000000029e-46
7.012500000000000000e+01	1.680539999999999950e-46
7.025000000000000000e+01	1.678279999999999954e-46
7.037500000000000000e+01	1.676040000000000040e-46
7.050000000000000000e+01	1.673810000000000070e-46
7.062500000000000000e+01	1.671599999999999988e-46
7.075000000000000000e+01	1.669400000000000045e-46
7.087500000000000000e+01	1.667219999999999989e-46
7.100000000000000000e+01	1.665060000000000017e-46
7.112500000000000000e+01	1.662909999999999988e-46
7.125000000000000000e+01	1.660769999999999904e-46
7.137500000000000000e+01	1.658650000000000096e-46
7.150000000000000000e+01	1.656540000000000038e-46
7.162500000000000000e+01	1.654439999999999924e-46
7.175000000000000000e+01	1.652360000000000088e-46
7.187500000000000000e+01	1.650290000000000000e-46
7.200000000000000000e+01	1.648230000000000052e-46
7.212500000000000000e+01	1.646180000000000047e-46
7.225000000000000000e+01	1.644149999999999931e-46
7.237500000000000000e+01	1.642129999999999953e-46
7.250000000000000000e+01	1.640119999999999919e-46
7.262500000000000000e+01	1.638120000000000023e-46
