#Frequency	Strain
1.325000000000000000e+01	2.500000000000000000e-01
1.337500000000000000e+01	2.500000000000000000e-01
1.350000000000000000e+01	2.500000000000000000e-01
1.362500000000000000e+01	2.500000000000000000e-01
1.375000000000000000e+01	2.500000000000000000e-01
1.387500000000000000e+01	2.500000000000000000e-01
1.400000000000000000e+01	2.500000000000000000e-01
1.412500000000000000e+01	2.500000000000000000e-01
1.425000000000000000e+01	2.500000000000000000e-01
1.437500000000000000e+01	2.500000000000000000e-01
1.450000000000000000e+01	2.500000000000000000e-01
1.462500000000000000e+01	2.500000000000000000e-01
1.475000000000000000e+01	2.500000000000000000e-01
1.487500000000000000e+01	2.500000000000000000e-01
1.500000000000000000e+01	2.500000000000000000e-01
1.512500000000000000e+01	2.500000000000000000e-01
1.525000000000000000e+01	2.500000000000000000e-01
1.537500000000000000e+01	2.500000000000000000e-01
1.550000000000000000e+01	2.500000000000000000e-01
1.562500000000000000e+01	2.500000000000000000e-01
1.575000000000000000e+01	2.500000000000000000e-01
1.587500000000000000e+01	2.500000000000000000e-01
1.600000000000000000e+01	2.362140000000000143e-43
1.612500000000000000e+01	4.049410000000000167e-43
1.625000000000000000e+01	7.029570000000000080e-43
1.637500000000000000e+01	1.239490000000000010e-42
1.650000000000000000e+01	2.031200000000000005e-42
1.662500000000000000e+01	2.758330000000000135e-42
1.675000000000000000e+01	3.082150000000000300e-42
1.687500000000000000e+01	3.158379999999999874e-42
1.700000000000000000e+01	2.985099999999999881e-42
1.712500000000000000e+01	2.603520000000000143e-42
1.725000000000000000e+01	1.975100000000000131e-42
1.737500000000000000e+01	1.209180000000000056e-42
1.750000000000000000e+01	7.197820000000000233e-43
1.762500000000000000e+01	4.664989999999999698e-43
1.775000000000000000e+01	3.342050000000000168e-43
1.787500000000000000e+01	2.738059999999999979e-43
1.800000000000000000e+01	2.533070000000000089e-43
1.812500000000000000e+01	2.529859999999999889e-43
1.825000000000000000e+01	2.682479999999999854e-43
1.837500000000000000e+01	2.942409999999999865e-43
1.850000000000000000e+01	3.295899999999999820e-43
1.862500000000000000e+01	3.723369999999999911e-43
1.875000000000000000e+01	4.201119999999999635e-43
1.887500000000000000e+01	4.727810000000000290e-43
1.900000000000000000e+01	5.287630000000000031e-43
1.912500000000000000e+01	5.863850000000000319e-43
1.925000000000000000e+01	6.430340000000000194e-43
1.937500000000000000e+01	6.983560000000000268e-43
1.950000000000000000e+01	7.486040000000000372e-43
1.962500000000000000e+01	7.948789999999999333e-43
1.975000000000000000e+01	8.366539999999999988e-43
1.987500000000000000e+01	8.709240000000000705e-43
2.000000000000000000e+01	8.962639999999999923e-43
2.012500000000000000e+01	9.121420000000000374e-43
2.025000000000000000e+01	9.173940000000000617e-43
2.037500000000000000e+01	9.132779999999999945e-43
2.050000000000000000e+01	9.013639999999999809e-43
2.062500000000000000e+01	8.798639999999999230e-43
2.075000000000000000e+01	8.489940000000000560e-43
2.087500000000000000e+01	8.135269999999999615e-43
2.100000000000000000e+01	7.732359999999999224e-43
2.112500000000000000e+01	7.288540000000000284e-43
2.125000000000000000e+01	6.821970000000000068e-43
2.137500000000000000e+01	6.338189999999999817e-43
2.150000000000000000e+01	5.851869999999999911e-43
2.162500000000000000e+01	5.363459999999999712e-43
2.175000000000000000e+01	4.884419999999999800e-43
2.187500000000000000e+01	4.425669999999999768e-43
2.200000000000000000e+01	3.982650000000000136e-43
2.212500000000000000e+01	3.564969999999999949e-43
2.225000000000000000e+01	3.178049999999999872e-43
2.237500000000000000e+01	2.823759999999999813e-43
2.250000000000000000e+01	2.502070000000000026e-43
2.262500000000000000e+01	2.207640000000000092e-43
2.275000000000000000e+01	1.945689999999999857e-43
2.287500000000000000e+01	1.712920000000000085e-43
2.300000000000000000e+01	1.504490000000000025e-43
2.312500000000000000e+01	1.318659999999999927e-43
2.325000000000000000e+01	1.156209999999999934e-43
2.337500000000000000e+01	1.012540000000000041e-43
2.350000000000000000e+01	8.870330000000000242e-44
2.362500000000000000e+01	7.771399999999999859e-44
2.375000000000000000e+01	6.813019999999999796e-44
2.387500000000000000e+01	5.981619999999999619e-44
2.400000000000000000e+01	5.270099999999999595e-44
2.412500000000000000e+01	4.651850000000000054e-44
2.425000000000000000e+01	4.116080000000000066e-44
2.437500000000000000e+01	3.650209999999999942e-44
2.450000000000000000e+01	3.245929999999999810e-44
2.462500000000000000e+01	2.895419999999999985e-44
2.475000000000000000e+01	2.585289999999999895e-44
2.487500000000000000e+01	2.315079999999999996e-44
2.500000000000000000e+01	2.078119999999999956e-44
2.512500000000000000e+01	1.870769999999999976e-44
2.525000000000000000e+01	1.688920000000000090e-44
2.537500000000000000e+01	1.526480000000000077e-44
2.550000000000000000e+01	1.383970000000000018e-44
2.562500000000000000e+01	1.256720000000000088e-44
2.575000000000000000e+01	1.144529999999999913e-44
2.587500000000000000e+01	1.044439999999999998e-44
2.600000000000000000e+01	9.551819999999999693e-45
2.612500000000000000e+01	8.754960000000000309e-45
2.625000000000000000e+01	8.039129999999999693e-45
2.637500000000000000e+01	7.397359999999999810e-45
2.650000000000000000e+01	6.819220000000000207e-45
2.662500000000000000e+01	6.300979999999999660e-45
2.675000000000000000e+01	5.833390000000000446e-45
2.687500000000000000e+01	5.410770000000000116e-45
2.700000000000000000e+01	5.027459999999999844e-45
2.712500000000000000e+01	4.680739999999999911e-45
2.725000000000000000e+01	4.364709999999999723e-45
2.737500000000000000e+01	4.077580000000000269e-45
2.750000000000000000e+01	3.817399999999999703e-45
2.762500000000000000e+01	3.580359999999999737e-45
2.775000000000000000e+01	3.367400000000000091e-45
2.787500000000000000e+01	3.165359999999999715e-45
2.800000000000000000e+01	2.983610000000000015e-45
2.812500000000000000e+01	2.816900000000000182e-45
2.825000000000000000e+01	2.665300000000000136e-45
2.837500000000000000e+01	2.527560000000000024e-45
2.850000000000000000e+01	2.397779999999999874e-45
2.862500000000000000e+01	2.280209999999999865e-45
2.875000000000000000e+01	2.171280000000000059e-45
2.887500000000000000e+01	2.069859999999999930e-45
2.900000000000000000e+01	1.975429999999999900e-45
2.912500000000000000e+01	1.888140000000000063e-45
2.925000000000000000e+01	1.806629999999999937e-45
2.937500000000000000e+01	1.730539999999999980e-45
2.950000000000000000e+01	1.660299999999999966e-45
2.962500000000000000e+01	1.594839999999999968e-45
2.975000000000000000e+01	1.533650000000000040e-45
2.987500000000000000e+01	1.476700000000000037e-45
3.000000000000000000e+01	1.423219999999999913e-45
3.012500000000000000e+01	1.374200000000000039e-45
3.025000000000000000e+01	1.328650000000000044e-45
3.037500000000000000e+01	1.285440000000000025e-45
3.050000000000000000e+01	1.245319999999999988e-45
3.062500000000000000e+01	1.207800000000000028e-45
3.075000000000000000e+01	1.172219999999999950e-45
3.087500000000000000e+01	1.138840000000000009e-45
3.100000000000000000e+01	1.107979999999999972e-45
3.112500000000000000e+01	1.078899999999999933e-45
3.125000000000000000e+01	1.050900000000000074e-45
3.137500000000000000e+01	1.024449999999999945e-45
3.150000000000000000e+01	9.998780000000000444e-46
3.162500000000000000e+01	9.765800000000000166e-46
3.175000000000000000e+01	9.549640000000000688e-46
3.187500000000000000e+01	9.340050000000000235e-46
3.200000000000000000e+01	9.137560000000000509e-46
3.212500000000000000e+01	8.954469999999999594e-46
3.225000000000000000e+01	8.776759999999999695e-46
3.237500000000000000e+01	8.605979999999999918e-46
3.250000000000000000e+01	8.449449999999999761e-46
3.262500000000000000e+01	8.302389999999999518e-46
3.275000000000000000e+01	8.165279999999999616e-46
3.287500000000000000e+01	8.032160000000000727e-46
3.300000000000000000e+01	7.899910000000000082e-46
3.312500000000000000e+01	7.780409999999999670e-46
3.325000000000000000e+01	7.665180000000000261e-46
3.337500000000000000e+01	7.551360000000000742e-46
3.350000000000000000e+01	7.444809999999999444e-46
3.362500000000000000e+01	7.341480000000000356e-46
3.375000000000000000e+01	7.251310000000000762e-46
3.387500000000000000e+01	7.159940000000000104e-46
3.400000000000000000e+01	7.068720000000000161e-46
3.412500000000000000e+01	6.983119999999999892e-46
3.425000000000000000e+01	6.900579999999999617e-46
3.437500000000000000e+01	6.821869999999999694e-46
3.450000000000000000e+01	6.748839999999999887e-46
3.462500000000000000e+01	6.675510000000000203e-46
3.475000000000000000e+01	6.611729999999999985e-46
3.487500000000000000e+01	6.552350000000000042e-46
3.500000000000000000e+01	6.510419999999999708e-46
3.512500000000000000e+01	6.474470000000000144e-46
3.525000000000000000e+01	6.454280000000000308e-46
3.537500000000000000e+01	6.423889999999999974e-46
3.550000000000000000e+01	6.387909999999999800e-46
3.562500000000000000e+01	6.342520000000000154e-46
3.575000000000000000e+01	6.311459999999999680e-46
3.587500000000000000e+01	6.270279999999999816e-46
3.600000000000000000e+01	6.227289999999999967e-46
3.612500000000000000e+01	6.172259999999999802e-46
3.625000000000000000e+01	6.116280000000000285e-46
3.637500000000000000e+01	6.058290000000000344e-46
3.650000000000000000e+01	5.999090000000000173e-46
3.662500000000000000e+01	5.940649999999999639e-46
3.675000000000000000e+01	5.881539999999999742e-46
3.687500000000000000e+01	5.825030000000000078e-46
3.700000000000000000e+01	5.762359999999999873e-46
3.712500000000000000e+01	5.701520000000000320e-46
3.725000000000000000e+01	5.629120000000000100e-46
3.737500000000000000e+01	5.537519999999999950e-46
3.750000000000000000e+01	5.442049999999999671e-46
3.762500000000000000e+01	5.314079999999999973e-46
3.775000000000000000e+01	5.199709999999999642e-46
3.787500000000000000e+01	5.097649999999999671e-46
3.800000000000000000e+01	5.006709999999999718e-46
3.812500000000000000e+01	4.921709999999999982e-46
3.825000000000000000e+01	4.850849999999999702e-46
3.837500000000000000e+01	4.785609999999999874e-46
3.850000000000000000e+01	4.723370000000000375e-46
3.862500000000000000e+01	4.665560000000000205e-46
3.875000000000000000e+01	4.605949999999999994e-46
3.887500000000000000e+01	4.547199999999999638e-46
3.900000000000000000e+01	4.489820000000000175e-46
3.912500000000000000e+01	4.431270000000000256e-46
3.925000000000000000e+01	4.371709999999999765e-46
3.937500000000000000e+01	4.313699999999999937e-46
3.950000000000000000e+01	4.256620000000000351e-46
3.962500000000000000e+01	4.198619999999999688e-46
3.975000000000000000e+01	4.140349999999999759e-46
3.987500000000000000e+01	4.080819999999999878e-46
4.000000000000000000e+01	4.021390000000000215e-46
4.012500000000000000e+01	3.962349999999999926e-46
4.025000000000000000e+01	3.901430000000000043e-46
4.037500000000000000e+01	3.843109999999999616e-46
4.050000000000000000e+01	3.782569999999999940e-46
4.062500000000000000e+01	3.725660000000000180e-46
4.075000000000000000e+01	3.670470000000000133e-46
4.087500000000000000e+01	3.616370000000000210e-46
4.100000000000000000e+01	3.562239999999999677e-46
4.112500000000000000e+01	3.507400000000000005e-46
4.125000000000000000e+01	3.455390000000000057e-46
4.137500000000000000e+01	3.404059999999999806e-46
4.150000000000000000e+01	3.353709999999999905e-46
4.162500000000000000e+01	3.304190000000000029e-46
4.175000000000000000e+01	3.255850000000000163e-46
4.187500000000000000e+01	3.210099999999999808e-46
4.200000000000000000e+01	3.163729999999999811e-46
4.212500000000000000e+01	3.119520000000000175e-46
4.225000000000000000e+01	3.074760000000000115e-46
4.237500000000000000e+01	3.029529999999999963e-46
4.250000000000000000e+01	2.988020000000000001e-46
4.262500000000000000e+01	2.948170000000000087e-46
4.275000000000000000e+01	2.908489999999999999e-46
4.287500000000000000e+01	2.868129999999999826e-46
4.300000000000000000e+01	2.829469999999999866e-46
4.312500000000000000e+01	2.791579999999999877e-46
4.325000000000000000e+01	2.754890000000000174e-46
4.337500000000000000e+01	2.718810000000000170e-46
4.350000000000000000e+01	2.683049999999999932e-46
4.362500000000000000e+01	2.647970000000000168e-46
4.375000000000000000e+01	2.614760000000000054e-46
4.387500000000000000e+01	2.581870000000000095e-46
4.400000000000000000e+01	2.548889999999999861e-46
4.412500000000000000e+01	2.515540000000000141e-46
4.425000000000000000e+01	2.483689999999999809e-46
4.437500000000000000e+01	2.452560000000000115e-46
4.450000000000000000e+01	2.420609999999999953e-46
4.462500000000000000e+01	2.390929999999999926e-46
4.475000000000000000e+01	2.360380000000000099e-46
4.487500000000000000e+01	2.329619999999999891e-46
4.500000000000000000e+01	2.302349999999999993e-46
4.512500000000000000e+01	2.275399999999999861e-46
4.525000000000000000e+01	2.247150000000000001e-46
4.537500000000000000e+01	2.218939999999999918e-46
4.550000000000000000e+01	2.192500000000000044e-46
4.562500000000000000e+01	2.166859999999999973e-46
4.575000000000000000e+01	2.145300000000000023e-46
4.587500000000000000e+01	2.120489999999999975e-46
4.600000000000000000e+01	2.095440000000000104e-46
4.612500000000000000e+01	2.073060000000000074e-46
4.625000000000000000e+01	2.047350000000000006e-46
4.637500000000000000e+01	2.020119999999999885e-46
4.650000000000000000e+01	1.993670000000000067e-46
4.662500000000000000e+01	1.966750000000000156e-46
4.675000000000000000e+01	1.941209999999999914e-46
4.687500000000000000e+01	1.915689999999999950e-46
4.700000000000000000e+01	1.890230000000000038e-46
4.712500000000000000e+01	1.864819999999999847e-46
4.725000000000000000e+01	1.841459999999999855e-46
4.737500000000000000e+01	1.817549999999999829e-46
4.750000000000000000e+01	1.793850000000000183e-46
4.762500000000000000e+01	1.771120000000000167e-46
4.775000000000000000e+01	1.748610000000000087e-46
4.787500000000000000e+01	1.726820000000000062e-46
4.800000000000000000e+01	1.704990000000000067e-46
4.812500000000000000e+01	1.683270000000000040e-46
4.825000000000000000e+01	1.661979999999999940e-46
4.837500000000000000e+01	1.641380000000000065e-46
4.850000000000000000e+01	1.620700000000000053e-46
4.862500000000000000e+01	1.600750000000000041e-46
4.875000000000000000e+01	1.580520000000000040e-46
4.887500000000000000e+01	1.560929999999999959e-46
4.900000000000000000e+01	1.541410000000000070e-46
4.912500000000000000e+01	1.521659999999999911e-46
4.925000000000000000e+01	1.502630000000000003e-46
4.937500000000000000e+01	1.483629999999999927e-46
4.950000000000000000e+01	1.465080000000000056e-46
4.962500000000000000e+01	1.446910000000000003e-46
4.975000000000000000e+01	1.429149999999999991e-46
4.987500000000000000e+01	1.410790000000000029e-46
5.000000000000000000e+01	1.392810000000000080e-46
5.012500000000000000e+01	1.375099999999999983e-46
5.025000000000000000e+01	1.357680000000000013e-46
5.037500000000000000e+01	1.340890000000000018e-46
5.050000000000000000e+01	1.324370000000000069e-46
5.062500000000000000e+01	1.307849999999999926e-46
5.075000000000000000e+01	1.291660000000000075e-46
5.087500000000000000e+01	1.274980000000000049e-46
5.100000000000000000e+01	1.259249999999999958e-46
5.112500000000000000e+01	1.243770000000000025e-46
5.125000000000000000e+01	1.228169999999999985e-46
5.137500000000000000e+01	1.213110000000000035e-46
5.150000000000000000e+01	1.198279999999999966e-46
5.162500000000000000e+01	1.183829999999999910e-46
5.175000000000000000e+01	1.169860000000000085e-46
5.187500000000000000e+01	1.155739999999999932e-46
5.200000000000000000e+01	1.141349999999999929e-46
5.212500000000000000e+01	1.127549999999999931e-46
5.225000000000000000e+01	1.114469999999999989e-46
5.237500000000000000e+01	1.101180000000000055e-46
5.250000000000000000e+01	1.088500000000000014e-46
5.262500000000000000e+01	1.076150000000000072e-46
5.275000000000000000e+01	1.064030000000000009e-46
5.287500000000000000e+01	1.052039999999999997e-46
5.300000000000000000e+01	1.039730000000000025e-46
5.312500000000000000e+01	1.027940000000000061e-46
5.325000000000000000e+01	1.016190000000000068e-46
5.337500000000000000e+01	1.004499999999999934e-46
5.350000000000000000e+01	9.933509999999999616e-47
5.362500000000000000e+01	9.828010000000000611e-47
5.375000000000000000e+01	9.725449999999999938e-47
5.387500000000000000e+01	9.615450000000000828e-47
5.400000000000000000e+01	9.514760000000000971e-47
5.412500000000000000e+01	9.422490000000000292e-47
5.425000000000000000e+01	9.336359999999999487e-47
5.437500000000000000e+01	9.248329999999999589e-47
5.450000000000000000e+01	9.157110000000000814e-47
5.462500000000000000e+01	9.063090000000000201e-47
5.475000000000000000e+01	8.969709999999999120e-47
5.487500000000000000e+01	8.884260000000000734e-47
5.500000000000000000e+01	8.798110000000000431e-47
5.512500000000000000e+01	8.711349999999999845e-47
5.525000000000000000e+01	8.626140000000000311e-47
5.537500000000000000e+01	8.542930000000000283e-47
5.550000000000000000e+01	8.460019999999999550e-47
5.562500000000000000e+01	8.385069999999999789e-47
5.575000000000000000e+01	8.303069999999999604e-47
5.587500000000000000e+01	8.235889999999999738e-47
5.600000000000000000e+01	8.145579999999999567e-47
5.612500000000000000e+01	8.073090000000000433e-47
5.625000000000000000e+01	7.995409999999999999e-47
5.637500000000000000e+01	7.919979999999999617e-47
5.650000000000000000e+01	7.853429999999999533e-47
5.662500000000000000e+01	7.796149999999999705e-47
5.675000000000000000e+01	7.757140000000000342e-47
5.687500000000000000e+01	7.722780000000000244e-47
5.700000000000000000e+01	7.692089999999999645e-47
5.712500000000000000e+01	7.661999999999999578e-47
5.725000000000000000e+01	7.632789999999999838e-47
5.737500000000000000e+01	7.636610000000000441e-47
5.750000000000000000e+01	7.622630000000000478e-47
5.762500000000000000e+01	7.626339999999999947e-47
5.775000000000000000e+01	7.632089999999999865e-47
5.787500000000000000e+01	7.672150000000000160e-47
5.800000000000000000e+01	7.661729999999999532e-47
5.812500000000000000e+01	7.631579999999999996e-47
5.825000000000000000e+01	7.597670000000000298e-47
5.837500000000000000e+01	7.578929999999999934e-47
5.850000000000000000e+01	7.580230000000000439e-47
5.862500000000000000e+01	7.595350000000000053e-47
5.875000000000000000e+01	7.615770000000000158e-47
5.887500000000000000e+01	7.652730000000000295e-47
5.900000000000000000e+01	7.696730000000000133e-47
5.912500000000000000e+01	7.787940000000000131e-47
5.925000000000000000e+01	7.934600000000000084e-47
5.937500000000000000e+01	8.086270000000000011e-47
5.950000000000000000e+01	8.217019999999999713e-47
5.962500000000000000e+01	8.314869999999999706e-47
5.975000000000000000e+01	8.320060000000000035e-47
5.987500000000000000e+01	8.297070000000000112e-47
6.000000000000000000e+01	8.218809999999999616e-47
6.012500000000000000e+01	8.121449999999999993e-47
6.025000000000000000e+01	7.926590000000000364e-47
6.037500000000000000e+01	7.668070000000000234e-47
6.050000000000000000e+01	7.369740000000000354e-47
6.062500000000000000e+01	7.150600000000000046e-47
6.075000000000000000e+01	6.951250000000000060e-47
6.087500000000000000e+01	6.747089999999999954e-47
6.100000000000000000e+01	6.553579999999999578e-47
6.112500000000000000e+01	6.338910000000000126e-47
6.125000000000000000e+01	6.144429999999999732e-47
6.137500000000000000e+01	5.993659999999999631e-47
6.150000000000000000e+01	5.883130000000000181e-47
6.162500000000000000e+01	5.787950000000000418e-47
6.175000000000000000e+01	5.711939999999999975e-47
6.187500000000000000e+01	5.650470000000000058e-47
6.200000000000000000e+01	5.599680000000000091e-47
6.212500000000000000e+01	5.559379999999999972e-47
6.225000000000000000e+01	5.522050000000000349e-47
6.237500000000000000e+01	5.489339999999999772e-47
6.250000000000000000e+01	5.456719999999999858e-47
6.262500000000000000e+01	5.426589999999999820e-47
6.275000000000000000e+01	5.398519999999999731e-47
6.287500000000000000e+01	5.370669999999999967e-47
6.300000000000000000e+01	5.343760000000000000e-47
6.312500000000000000e+01	5.317139999999999578e-47
6.325000000000000000e+01	5.291880000000000103e-47
6.337500000000000000e+01	5.266910000000000173e-47
6.350000000000000000e+01	5.243420000000000130e-47
6.362500000000000000e+01	5.220789999999999944e-47
6.375000000000000000e+01	5.198690000000000098e-47
6.387500000000000000e+01	5.176719999999999913e-47
6.400000000000000000e+01	5.155909999999999851e-47
6.412500000000000000e+01	5.135360000000000085e-47
6.425000000000000000e+01	5.115529999999999790e-47
6.437500000000000000e+01	5.096159999999999645e-47
6.450000000000000000e+01	5.076420000000000014e-47
6.462500000000000000e+01	5.057949999999999696e-47
6.475000000000000000e+01	5.039830000000000336e-47
6.487500000000000000e+01	5.022339999999999785e-47
6.500000000000000000e+01	5.004780000000000015e-47
6.512500000000000000e+01	4.988470000000000058e-47
6.525000000000000000e+01	4.972310000000000234e-47
6.537500000000000000e+01	4.956709999999999999e-47
6.550000000000000000e+01	4.941659999999999605e-47
6.562500000000000000e+01	4.927249999999999714e-47
6.575000000000000000e+01	4.912919999999999764e-47
6.587500000000000000e+01	4.897629999999999545e-47
6.600000000000000000e+01	4.883670000000000054e-47
6.612500000000000000e+01	4.870099999999999547e-47
6.625000000000000000e+01	4.856649999999999924e-47
6.637500000000000000e+01	4.843489999999999846e-47
6.650000000000000000e+01	4.830679999999999755e-47
6.662500000000000000e+01	4.818259999999999620e-47
6.675000000000000000e+01	4.806200000000000195e-47
6.687500000000000000e+01	4.793820000000000031e-47
6.700000000000000000e+01	4.781989999999999707e-47
6.712500000000000000e+01	4.770619999999999533e-47
6.725000000000000000e+01	4.758799999999999931e-47
6.737500000000000000e+01	4.747539999999999919e-47
6.750000000000000000e+01	4.737010000000000101e-47
6.762500000000000000e+01	4.726149999999999796e-47
6.775000000000000000e+01	4.715509999999999815e-47
6.787500000000000000e+01	4.705750000000000162e-47
6.800000000000000000e+01	4.695310000000000035e-47
6.812500000000000000e+01	4.685820000000000428e-47
6.825000000000000000e+01	4.676529999999999701e-47
6.837500000000000000e+01	4.667270000000000168e-47
6.850000000000000000e+01	4.657490000000000043e-47
6.862500000000000000e+01	4.648849999999999569e-47
6.875000000000000000e+01	4.639839999999999609e-47
6.887500000000000000e+01	4.631280000000000049e-47
6.900000000000000000e+01	4.623059999999999754e-47
6.912500000000000000e+01	4.615240000000000137e-47
6.925000000000000000e+01	4.607799999999999756e-47
6.937500000000000000e+01	4.600450000000000039e-47
6.950000000000000000e+01	4.593039999999999879e-47
6.962500000000000000e+01	4.585899999999999764e-47
6.975000000000000000e+01	4.578430000000000134e-47
6.987500000000000000e+01	4.571649999999999755e-47
7.000000000000000000e+01	4.564459999999999920e-47
7.012500000000000000e+01	4.558169999999999912e-47
7.025000000000000000e+01	4.551200000000000402e-47
7.037500000000000000e+01	4.544560000000000407e-47
7.050000000000000000e+01	4.538289999999999897e-47
7.062500000000000000e+01	4.531200000000000475e-47
7.075000000000000000e+01	4.525279999999999952e-47
7.087500000000000000e+01	4.518759999999999869e-47
7.100000000000000000e+01	4.511729999999999917e-47
7.112500000000000000e+01	4.504880000000000319e-47
7.125000000000000000e+01	4.499020000000000238e-47
7.137500000000000000e+01	4.493010000000000025e-47
7.150000000000000000e+01	4.487330000000000298e-47
7.162500000000000000e+01	4.481540000000000410e-47
7.175000000000000000e+01	4.475110000000000017e-47
7.187500000000000000e+01	4.469729999999999585e-47
7.200000000000000000e+01	4.463819999999999784e-47
7.212500000000000000e+01	4.457620000000000439e-47
7.225000000000000000e+01	4.451610000000000225e-47
7.237500000000000000e+01	4.445550000000000291e-47
7.250000000000000000e+01	4.439509999999999856e-47
7.262500000000000000e+01	4.433820000000000381e-47
